tonality,vector_means
5.0,-697.8243408203125
3.0,-342.6585693359375
8.0,-54.736412048339844
10.0,-267.41375732421875
9.0,-558.4375
7.0,-274.18429565429693
10.0,-167.77676391601562
10.0,-488.3456115722656
10.0,-190.4594268798828
8.0,-460.5869140625
10.0,-1027.214111328125
3.0,-1009.307373046875
9.0,-557.99853515625
9.0,-93.86865234375
10.0,-162.5238800048828
5.0,-185.8952789306641
9.0,-119.64688873291016
7.0,-123.25688934326172
2.0,-265.98806762695307
9.0,-55.15999221801758
5.0,-441.35162353515625
10.0,-184.4645538330078
9.0,-124.58097076416016
8.0,-209.54412841796875
1.0,-178.81259155273438
7.0,-188.24668884277344
10.0,-377.0625305175781
9.0,-807.6624755859375
10.0,-737.7654418945312
9.0,-130.98170471191406
4.0,-241.1578063964844
8.0,-2932.126708984375
5.0,-175.6962890625
9.0,-1037.88623046875
5.0,-576.39453125
3.0,-1438.7410888671875
8.0,-289.1185302734375
4.0,-70.69095611572266
8.0,-95.78068542480469
9.0,-95.33319091796876
8.0,-192.1116180419922
5.0,-529.0081787109375
5.0,-466.0568237304688
9.0,-233.13180541992188
9.0,-192.7790069580078
9.0,-63.91586303710938
8.0,-283.1641845703125
9.0,-194.6753845214844
9.0,-84.41447448730469
9.0,-180.35992431640625
4.0,-165.52099609375
9.0,-80.70206451416016
9.0,-313.3589172363281
8.0,-95.90542602539062
7.0,-61.3775634765625
9.0,-549.64453125
10.0,-115.86539459228516
8.0,-394.4879150390625
9.0,-303.6880187988281
10.0,-406.3024291992188
9.0,-81.76773834228516
10.0,-370.6684875488281
9.0,-474.1979064941406
10.0,-73.90913391113281
9.0,-690.9199829101562
9.0,-94.47447967529295
10.0,-90.36272430419922
10.0,-39.80982208251953
8.0,-1353.16943359375
7.0,-518.2844848632811
8.0,-457.2176513671875
10.0,-361.8985900878906
10.0,-675.7367553710938
8.0,-189.10379028320312
3.0,-389.7798461914063
8.0,-457.406005859375
9.0,-98.37078857421876
10.0,-148.59207153320312
8.0,-32.74893951416016
9.0,-161.03746032714844
9.0,-719.8060302734375
10.0,-213.51266479492188
9.0,-727.2042846679688
10.0,-579.6702270507812
10.0,-98.86981964111328
9.0,-1133.7904052734375
10.0,-81.5164566040039
9.0,-143.50575256347656
10.0,-500.5713806152344
10.0,-871.4349975585938
9.0,-52.524986267089844
7.0,-53.43579864501953
9.0,-136.62957763671878
8.0,-420.07647705078125
10.0,-133.55879211425778
10.0,-501.9471740722656
6.0,-124.7201156616211
10.0,-638.3378295898438
10.0,-270.00936889648443
10.0,-292.0378112792969
3.0,-49.32706832885742
5.0,-532.5346069335939
1.0,-722.042236328125
1.0,-322.0982971191406
1.0,-301.7096862792969
8.0,-137.94169616699222
10.0,-1518.972412109375
9.0,-105.41436767578124
8.0,-791.6463012695312
8.0,-779.7172241210938
6.0,-482.2594909667969
5.0,-973.2929077148438
4.0,-881.2622680664062
9.0,-38.537193298339844
10.0,-241.4306182861328
8.0,-161.2034149169922
2.0,-193.68771362304688
8.0,-756.8362426757812
8.0,-175.97007751464844
10.0,-605.8184814453125
8.0,-183.53219604492188
3.0,-208.72657775878903
1.0,-749.185546875
9.0,-804.333740234375
3.0,-753.31787109375
8.0,-856.3818359375
8.0,-1079.8466796875
8.0,-494.32525634765625
9.0,-65.34817504882811
5.0,-336.3265686035156
9.0,-376.0928955078125
9.0,-129.43704223632812
9.0,-322.3196105957031
8.0,-275.03848266601557
9.0,-257.07803344726557
8.0,-255.3023376464844
8.0,-248.6226959228516
10.0,-391.2483825683594
9.0,-485.1130676269531
10.0,-931.1672973632812
9.0,-35.9976921081543
10.0,-261.06790161132807
8.0,-665.1364135742188
9.0,-1186.313720703125
9.0,-112.23234558105469
10.0,-304.7435607910156
9.0,-294.5497131347656
10.0,-263.63705444335943
10.0,-492.6937561035156
10.0,-145.72547912597656
9.0,-616.0087280273438
9.0,-200.9215087890625
7.0,-203.97059631347656
10.0,-276.2675170898437
9.0,-147.9689483642578
9.0,-338.31463623046875
8.0,-178.47708129882812
10.0,-351.53790283203125
10.0,-57.35673141479492
10.0,-209.7825927734375
9.0,-107.84349822998048
10.0,-342.4565124511719
10.0,-745.205810546875
10.0,-799.81103515625
5.0,-519.0206909179689
7.0,-546.7152099609375
9.0,-792.3099975585938
9.0,-476.91937255859375
9.0,-662.5282592773438
9.0,-387.2761535644531
9.0,-316.9657897949219
9.0,-75.83944702148438
8.0,-391.864501953125
10.0,-422.9443359375
8.0,-146.85203552246094
8.0,-393.63421630859375
9.0,-1080.5732421875
8.0,-387.5626220703125
9.0,-928.0823364257812
7.0,-1245.996337890625
10.0,-698.5327758789062
9.0,-377.04632568359375
8.0,-198.6069793701172
8.0,-373.9935607910156
5.0,-530.2105712890625
9.0,-177.61228942871094
8.0,-265.17245483398443
9.0,-1071.915283203125
7.0,-247.01698303222656
10.0,-283.722412109375
7.0,-435.7065124511719
10.0,-207.2893524169922
8.0,-115.51866912841795
8.0,-607.1035766601562
8.0,-247.5154571533203
9.0,-230.14486694335938
10.0,-260.5341186523437
10.0,-4973.2021484375
3.0,-467.7337951660156
10.0,-765.59619140625
10.0,-264.41458129882807
10.0,-392.3292846679688
7.0,-901.6318969726562
8.0,-135.34768676757812
9.0,-1029.24267578125
9.0,-134.83599853515622
9.0,-97.45183563232422
8.0,-373.1177978515625
9.0,-304.1124572753906
9.0,-477.5685424804688
5.0,-513.0521240234375
10.0,-903.25634765625
9.0,-437.0147399902344
9.0,-472.9978942871094
8.0,-200.96083068847656
9.0,-113.25535583496094
8.0,-314.4984130859375
5.0,-168.05484008789062
8.0,-167.80836486816406
8.0,-204.72357177734372
9.0,-185.8737335205078
9.0,-65.12861633300781
10.0,-194.1258087158203
8.0,-195.0707092285156
9.0,-29.532358169555664
10.0,-97.59523010253906
10.0,-127.0543975830078
7.0,-210.5194396972656
10.0,-103.18053436279295
5.0,-824.1570434570312
10.0,-1446.404296875
7.0,-82.35352325439453
4.0,-61.78390884399414
6.0,-111.652099609375
8.0,-218.77587890625
9.0,-145.5557098388672
10.0,-567.0087280273438
9.0,-504.1306457519531
5.0,-382.3741760253906
9.0,-79.3779296875
8.0,-379.1210021972656
10.0,-82.70769500732422
8.0,-292.697509765625
9.0,-31.22228240966797
9.0,-717.4319458007812
10.0,-662.2022094726562
10.0,-572.6982421875
9.0,-110.38488006591795
10.0,-35.30122756958008
10.0,-634.1475219726562
10.0,-491.4554443359375
6.0,-766.9950561523438
10.0,-266.07296752929693
9.0,-214.5573272705078
10.0,-263.9422607421875
10.0,-487.4522705078125
10.0,-693.313720703125
8.0,-254.9253387451172
10.0,-295.82965087890625
10.0,-330.0338439941406
10.0,-598.9658813476562
8.0,-83.89927673339844
9.0,-415.47308349609375
1.0,-84.49152374267578
8.0,-384.2648010253906
9.0,-50.66093063354492
9.0,-58.69684600830078
9.0,-49.57054138183594
9.0,-52.49686050415039
10.0,-189.83566284179688
9.0,-57.04949188232422
9.0,-60.676658630371094
9.0,-51.044593811035156
8.0,-3053.3603515625
10.0,-165.06797790527344
10.0,-99.33511352539062
9.0,-412.90380859375
10.0,-67.60662078857422
9.0,-353.0749206542969
10.0,-97.01663970947266
7.0,-122.8342056274414
9.0,-37.68103408813477
8.0,-65.54998016357422
7.0,-492.724609375
8.0,-217.0601806640625
8.0,-156.40325927734375
10.0,-153.896240234375
8.0,-286.46148681640625
10.0,-79.35966491699219
5.0,-289.7676696777344
4.0,-70.49771118164062
7.0,-1641.406982421875
9.0,-60.00841903686523
9.0,-1779.7120361328125
10.0,-825.490966796875
9.0,-48.06748580932617
9.0,-132.72906494140622
10.0,-168.33749389648438
7.0,-898.9600830078125
9.0,-297.6378173828125
9.0,-259.7426147460937
10.0,-433.008544921875
4.0,-958.3123168945312
9.0,-328.95782470703125
9.0,-1055.306884765625
4.0,-699.5496215820312
5.0,-1808.9022216796875
6.0,-186.1944580078125
9.0,-1475.141357421875
10.0,-1138.1334228515625
9.0,-183.8237609863281
10.0,-176.91580200195312
10.0,-124.01129150390624
1.0,-479.05181884765625
4.0,-103.22602081298828
9.0,-300.8374938964844
8.0,-366.2833557128906
8.0,-219.29864501953125
3.0,-441.959716796875
5.0,-163.4029083251953
8.0,-68.87630462646484
9.0,-221.4551239013672
5.0,-872.9185180664062
5.0,-690.8958129882812
4.0,-564.5919189453125
10.0,-39.14894485473633
8.0,-315.6707763671875
9.0,-164.71533203125
2.0,-618.9098510742188
8.0,-214.3299560546875
8.0,-180.06362915039062
6.0,-238.3869781494141
10.0,-420.0254821777344
9.0,-210.56971740722656
5.0,-371.0177917480469
7.0,-244.89073181152344
4.0,-380.5124206542969
7.0,-108.1735610961914
9.0,-145.85899353027344
10.0,-128.437255859375
10.0,-320.9864807128906
10.0,-122.10562133789062
9.0,-176.59718322753906
4.0,-329.227783203125
10.0,-104.9651870727539
10.0,-115.60478973388672
10.0,-180.4962615966797
10.0,-653.9354858398438
10.0,-417.2285461425781
10.0,-316.54071044921875
5.0,-324.2054443359375
10.0,-458.6986389160156
5.0,-83.55287170410156
10.0,-211.4246063232422
9.0,-87.1236801147461
9.0,-30.748538970947266
9.0,-196.43634033203125
10.0,-174.1856689453125
5.0,-734.6756591796875
8.0,-167.15731811523438
8.0,-80.8033218383789
9.0,-232.2438507080078
7.0,-737.1196899414062
10.0,-758.1386108398438
9.0,-101.20217895507812
8.0,-34.68645477294922
9.0,-6.65146541595459
9.0,-43.53544998168945
10.0,-143.37167358398438
9.0,-705.1390991210938
9.0,-32.47610855102539
10.0,-50.70293807983398
10.0,-84.02973175048828
5.0,-2327.7451171875
10.0,-163.2838134765625
4.0,-397.9375915527344
5.0,-172.012939453125
4.0,-147.49127197265625
8.0,-102.88570404052734
6.0,-351.1810607910156
8.0,-506.6706237792969
7.0,-184.88365173339844
7.0,-276.78048706054693
9.0,-100.74457550048828
8.0,-521.6235961914061
10.0,-767.652099609375
10.0,-95.79791259765624
10.0,-104.06330871582031
5.0,-98.32738494873048
10.0,-40.01197814941406
9.0,-168.21571350097656
7.0,-170.41384887695312
9.0,-121.3668212890625
5.0,-279.2362060546875
9.0,-280.12442016601557
8.0,-628.3601684570312
10.0,-134.43740844726562
3.0,-210.8834686279297
10.0,-663.9738159179688
10.0,-121.74612426757812
10.0,-115.51010131835938
9.0,-400.5712890625
9.0,-100.14757537841795
8.0,-241.39242553710938
8.0,-183.0084228515625
10.0,-504.9184265136719
4.0,-91.25946044921876
6.0,-237.6414794921875
10.0,-627.0521850585938
9.0,-188.3520812988281
7.0,-262.59591674804693
10.0,-465.0176696777344
6.0,-468.97076416015625
9.0,-474.459716796875
7.0,-260.3299560546875
7.0,-1593.4925537109375
9.0,-287.6360778808594
10.0,-531.0322875976561
10.0,-716.6093139648438
2.0,-1034.9061279296877
1.0,-163.2606201171875
10.0,-813.86181640625
4.0,-280.5062255859375
6.0,-728.7819213867188
6.0,-425.2939758300781
7.0,-553.5982055664061
1.0,-908.2905883789062
5.0,-96.3108139038086
8.0,-340.0583190917969
9.0,-72.7129135131836
4.0,-20.040590286254886
10.0,-96.40027618408205
8.0,-248.15782165527344
10.0,-24.37771797180176
9.0,-111.9241714477539
10.0,-101.67636108398438
5.0,-57.8564338684082
9.0,-32.821006774902344
7.0,-78.88175964355469
7.0,-220.0650329589844
9.0,-46.78121566772461
9.0,-147.2266082763672
5.0,-213.59996032714844
10.0,-363.50286865234375
9.0,-610.3212280273438
4.0,-221.8521423339844
5.0,-788.4931640625
8.0,-252.5091094970703
8.0,-150.4767608642578
9.0,-59.41775894165039
9.0,-84.538818359375
8.0,-291.5655822753906
9.0,-536.050537109375
9.0,-407.4664916992188
10.0,-269.3399658203125
10.0,-258.4368896484375
9.0,-1498.564453125
5.0,-248.8951110839844
10.0,-559.4144897460939
5.0,-1470.3121337890625
9.0,-120.10865020751952
10.0,-52.10404968261719
10.0,-22.13699150085449
10.0,-34.136138916015625
6.0,-125.3153076171875
9.0,-153.1609344482422
9.0,-242.0458526611328
5.0,-91.29928588867188
10.0,-411.036376953125
8.0,-20.312265396118164
9.0,-81.8172836303711
9.0,-284.7868957519531
10.0,-171.6061248779297
8.0,-317.8501281738281
4.0,-531.9647827148439
4.0,-175.5767059326172
1.0,-14.209851264953613
7.0,-231.49606323242188
7.0,-629.7445678710938
8.0,-423.5339660644531
7.0,-251.3686065673828
4.0,-244.7589263916016
8.0,-195.6204376220703
8.0,-21.091367721557614
10.0,-422.26177978515625
8.0,-73.81917572021484
9.0,-53.6856918334961
5.0,-296.2664794921875
8.0,-188.7487030029297
9.0,-319.643310546875
9.0,-198.4067230224609
4.0,-52.77959060668945
9.0,-202.27020263671875
5.0,-97.86827087402344
10.0,-82.96869659423828
10.0,-631.9107055664062
9.0,-578.6563110351562
5.0,-711.7702026367188
10.0,-618.8257446289062
10.0,-235.19659423828125
9.0,-319.1337585449219
10.0,-564.1380004882812
8.0,-606.362060546875
8.0,-237.9515686035156
10.0,-451.07855224609375
5.0,-293.2615661621094
10.0,-178.63189697265625
5.0,-88.57230377197266
8.0,-321.8194885253906
8.0,-265.15240478515625
9.0,-346.169677734375
10.0,-175.6716766357422
8.0,-675.9918212890625
10.0,-79.90861511230469
10.0,-508.9578857421875
8.0,-249.3181304931641
9.0,-1010.553955078125
10.0,-102.46701049804688
10.0,-231.34527587890625
7.0,-188.7013092041016
10.0,-1364.723876953125
10.0,-199.42996215820312
7.0,-243.3607482910156
10.0,-354.6190185546875
3.0,-603.7682495117188
10.0,-139.63584899902344
9.0,-99.09909057617188
8.0,-340.78924560546875
6.0,-381.3039855957031
9.0,-341.4726867675781
7.0,-78.6228256225586
8.0,-164.83389282226562
5.0,-181.37196350097656
7.0,-334.7834167480469
9.0,-652.0144653320312
8.0,-244.0916290283203
10.0,-180.02149963378906
4.0,-404.6584777832031
6.0,-287.8404541015625
5.0,-511.83343505859375
10.0,-235.60714721679688
10.0,-257.16766357421875
10.0,-146.0986328125
8.0,-226.8064117431641
8.0,-315.82244873046875
9.0,-300.66070556640625
10.0,-326.612548828125
6.0,-218.0936737060547
4.0,-127.54886627197266
9.0,-188.80589294433597
10.0,-122.92398071289062
9.0,-290.6292724609375
2.0,-424.0558166503906
10.0,-985.6478881835938
10.0,-569.4854736328125
10.0,-162.1350555419922
10.0,-747.7030639648438
9.0,-126.65966033935548
10.0,-839.9515380859375
10.0,-124.37102508544922
9.0,-86.32206726074219
9.0,-100.80723571777344
9.0,-56.10831069946289
5.0,-73.75347137451172
9.0,-60.33233642578125
10.0,-370.187255859375
8.0,-172.63499450683594
8.0,-291.30792236328125
10.0,-233.2036590576172
6.0,-552.0164794921875
9.0,-136.28260803222656
9.0,-152.30599975585938
9.0,-137.02847290039062
8.0,-161.773681640625
9.0,-177.91665649414062
10.0,-310.5086975097656
6.0,-127.34407043457031
9.0,-249.50636291503903
5.0,-190.31417846679688
9.0,-231.83056640625
9.0,-217.16490173339844
10.0,-528.7308959960939
10.0,-1117.267578125
8.0,-1076.477294921875
5.0,-1252.492919921875
4.0,-455.4567260742188
10.0,-594.3385620117188
6.0,-345.77069091796875
9.0,-328.637451171875
6.0,-447.7498779296875
4.0,-918.2239379882812
7.0,-840.2094116210938
7.0,-475.8097839355469
9.0,-267.79156494140625
10.0,-797.1600341796875
9.0,-864.6687622070312
10.0,-420.3671569824219
8.0,-148.26670837402344
4.0,-268.93170166015625
9.0,-395.8551940917969
10.0,-612.3802490234375
8.0,-681.86767578125
5.0,-512.65625
10.0,-80.88003540039062
10.0,-658.0103149414062
5.0,-425.6565246582031
9.0,-415.7272033691406
8.0,-653.520263671875
10.0,-60.24756622314453
7.0,-421.7391357421875
8.0,-787.3797607421875
7.0,-274.6767578125
5.0,-212.97789001464844
8.0,-524.6243286132811
10.0,-486.3716430664063
7.0,-289.05841064453125
9.0,-708.4511108398438
5.0,-242.85386657714844
8.0,-804.8977661132812
8.0,-711.0234375
10.0,-273.997314453125
9.0,-73.49069213867188
6.0,-492.9718017578125
8.0,-319.66497802734375
8.0,-636.140869140625
10.0,-375.7657775878906
3.0,-545.0388793945311
2.0,-41.62128829956055
3.0,-3058.150146484375
9.0,-115.06822967529295
9.0,-136.83404541015622
7.0,-873.2764892578125
10.0,-123.05038452148438
8.0,-408.0084838867188
9.0,-259.97726440429693
6.0,-2089.32080078125
8.0,-635.4965209960938
7.0,-300.0440368652344
8.0,-555.200439453125
8.0,-826.4030151367188
8.0,-508.6439208984375
9.0,-685.6958618164062
3.0,-609.910888671875
10.0,-316.44085693359375
7.0,-778.516845703125
7.0,-287.7659912109375
4.0,-198.65956115722656
8.0,-893.8270263671875
10.0,-157.22998046875
5.0,-149.48377990722656
10.0,-331.0238952636719
9.0,-570.8377075195312
9.0,-632.0333251953125
10.0,-295.34405517578125
1.0,-163.41403198242188
10.0,-97.54605102539062
9.0,-645.0095825195312
10.0,-149.16697692871094
6.0,-121.68155670166016
5.0,-184.4009094238281
7.0,-778.9168090820312
1.0,-1285.6240234375
5.0,-585.7511596679688
6.0,-123.47547149658205
6.0,-386.22503662109375
9.0,-377.9298706054688
8.0,-752.1824951171875
8.0,-208.86392211914062
9.0,-155.41256713867188
9.0,-386.53509521484375
9.0,-703.6725463867188
4.0,-67.41628265380861
10.0,-631.7890625
8.0,-779.4450073242188
9.0,-121.3191909790039
9.0,-349.9026184082031
8.0,-450.1114501953125
8.0,-180.60276794433597
7.0,-419.8862609863281
9.0,-154.93621826171875
10.0,-130.1806640625
10.0,-29.7640438079834
10.0,-92.31043243408205
10.0,-69.40474700927734
4.0,-98.05034637451172
7.0,-168.50062561035156
5.0,-504.4310302734375
1.0,-152.1465301513672
10.0,-201.0254669189453
9.0,-876.2825927734375
9.0,-764.5452880859375
10.0,-320.219970703125
9.0,-174.04049682617188
10.0,-165.90402221679688
10.0,-31.842863082885746
8.0,-63.27470397949219
9.0,-116.12622833251952
9.0,-201.50791931152344
10.0,-313.28826904296875
10.0,-526.4096069335939
9.0,-123.99893188476562
9.0,-262.10284423828125
4.0,-66.13500213623047
10.0,-72.6236343383789
8.0,-260.00918579101557
10.0,-660.0584106445312
9.0,-334.5322265625
9.0,-360.7090759277344
9.0,-282.6195983886719
10.0,-94.12615966796876
8.0,-563.8505249023438
8.0,-603.6697998046875
8.0,-110.42013549804688
9.0,-200.69430541992188
6.0,-391.9157409667969
8.0,-104.159423828125
8.0,-101.91358947753906
10.0,-86.65109252929688
4.0,-100.7944564819336
8.0,-196.5926818847656
8.0,-501.0165710449219
10.0,-118.4767074584961
9.0,-142.15480041503906
6.0,-1502.332275390625
8.0,-234.1809539794922
7.0,-150.2603759765625
8.0,-38.376068115234375
10.0,-346.99176025390625
8.0,-530.1940307617189
7.0,-659.135498046875
9.0,-1141.78857421875
9.0,-196.94493103027344
9.0,-659.6596069335938
1.0,-275.71109008789057
10.0,-866.2867431640625
9.0,-198.47564697265625
2.0,-333.8569030761719
10.0,-89.95146942138672
9.0,-1660.7645263671875
10.0,-40.33842086791992
8.0,-266.06060791015625
9.0,-822.6702880859375
9.0,-1173.31982421875
9.0,-530.5543212890625
8.0,-233.44093322753903
9.0,-4197.97900390625
9.0,-4396.94140625
7.0,-910.8662719726562
9.0,-664.0313110351562
4.0,-95.50152587890624
5.0,-738.9772338867188
8.0,-181.65652465820312
8.0,-87.84735107421875
9.0,-975.115234375
10.0,-319.06402587890625
8.0,-878.01220703125
9.0,-1046.3668212890623
10.0,-19.619834899902344
10.0,-54.66172790527344
8.0,-618.12646484375
5.0,-533.819091796875
9.0,-40.05995559692383
5.0,-145.69456481933594
10.0,-196.1465759277344
8.0,-388.655517578125
10.0,-137.48680114746094
8.0,-648.8829345703125
9.0,-223.77101135253903
8.0,-505.36651611328125
5.0,-163.7674560546875
10.0,-396.3388671875
10.0,-407.2911987304688
3.0,-676.43505859375
10.0,-77.67845153808594
3.0,-294.26715087890625
9.0,-73.77560424804688
9.0,-140.9413299560547
7.0,-298.7554016113281
10.0,-381.1646728515625
10.0,-951.0391845703124
10.0,-99.62197875976562
9.0,-715.2709350585938
10.0,-92.57699584960938
7.0,-87.35479736328125
8.0,-410.7863464355469
9.0,-162.71151733398438
9.0,-415.696044921875
9.0,-123.78215026855469
7.0,-176.72805786132812
10.0,-236.39739990234372
10.0,-734.8546142578125
9.0,-294.332275390625
9.0,-152.80918884277344
8.0,-503.716064453125
3.0,-719.1432495117188
10.0,-928.5672607421876
3.0,-53.97096633911133
4.0,-22.976905822753906
4.0,-97.45944213867188
9.0,-321.41583251953125
8.0,-482.7398986816406
9.0,-207.6001434326172
7.0,-800.7982788085938
9.0,-1527.71142578125
10.0,-481.9347839355469
10.0,-635.885986328125
9.0,-93.04875946044922
9.0,-183.39627075195312
9.0,-400.9635620117188
10.0,-287.8522033691406
8.0,-384.4874877929688
8.0,-502.76312255859375
6.0,-592.9984130859375
10.0,-1137.35400390625
10.0,-1479.192138671875
9.0,-109.6158676147461
6.0,-214.23133850097656
10.0,-176.74778747558594
10.0,-179.2864532470703
10.0,-561.4785766601561
9.0,-725.2806396484375
10.0,-253.00927734375
9.0,-591.7882080078125
10.0,-257.80557250976557
6.0,-1672.8558349609375
9.0,-302.0010681152344
8.0,-265.13540649414057
9.0,-172.43299865722656
8.0,-482.50970458984375
1.0,-187.5063323974609
8.0,-767.609375
8.0,-243.00462341308597
9.0,-435.0840148925781
8.0,-285.9623718261719
2.0,-118.45135498046876
10.0,-501.9005432128906
9.0,-263.5106811523437
8.0,-113.35073852539062
10.0,-30.171823501586914
10.0,-490.2619323730469
9.0,-8.622953414916992
9.0,-528.9706420898439
4.0,-1373.512451171875
9.0,-672.15576171875
6.0,-884.9781494140625
7.0,-458.3981628417969
10.0,-409.1241760253906
8.0,-283.2928771972656
8.0,-55.23786926269531
9.0,-339.33099365234375
9.0,-154.4219970703125
8.0,-478.6004638671875
7.0,-274.83395385742193
5.0,-783.04833984375
9.0,-147.00613403320312
10.0,-361.130615234375
7.0,-575.358642578125
9.0,-144.00439453125
8.0,-581.3718872070312
2.0,-763.3924560546875
5.0,-82.86368560791016
8.0,-488.46392822265625
9.0,-312.91619873046875
7.0,-112.57423400878906
3.0,-275.54837036132807
5.0,-124.85637664794922
5.0,-466.5296936035156
9.0,-481.9202880859375
4.0,-205.54815673828125
8.0,-78.75316619873047
5.0,-397.7441711425781
10.0,-412.8491516113281
10.0,-388.5214538574219
7.0,-415.993408203125
10.0,-641.3021850585938
10.0,-506.07025146484375
9.0,-505.4205017089844
10.0,-235.4695587158203
10.0,-509.2742919921875
5.0,-428.6116638183594
10.0,-489.319580078125
9.0,-30.01634979248047
10.0,-492.7195739746094
10.0,-179.4666290283203
2.0,-1399.2474365234375
9.0,-280.55374145507807
10.0,-223.567626953125
9.0,-334.98333740234375
10.0,-27.80306434631348
10.0,-657.2188110351562
4.0,-47.89641189575195
5.0,-134.2093505859375
10.0,-421.5639343261719
10.0,-1034.113037109375
9.0,-315.9056091308594
8.0,-814.5639038085938
8.0,-512.3394775390625
8.0,-915.4526977539062
9.0,-370.4617004394531
2.0,-333.54583740234375
10.0,-179.30191040039062
8.0,-238.02728271484372
9.0,-282.446533203125
10.0,-49.014625549316406
10.0,-106.07230377197266
10.0,-1280.806640625
9.0,-350.05548095703125
10.0,-298.6457214355469
9.0,-128.075439453125
8.0,-286.456787109375
8.0,-258.5287475585937
8.0,-286.3761291503906
10.0,-149.2451629638672
10.0,-96.9364776611328
10.0,-210.5638885498047
7.0,-796.5996704101562
10.0,-863.2272338867188
7.0,-548.0344848632811
8.0,-1008.6622314453124
8.0,-349.15216064453125
9.0,-242.39474487304688
9.0,-235.2368011474609
7.0,-736.635986328125
9.0,-280.91949462890625
9.0,-802.8576049804688
10.0,-586.8663330078125
8.0,-129.58326721191406
7.0,-783.8622436523438
4.0,-279.19024658203125
7.0,-1298.6871337890625
10.0,-970.7525024414062
4.0,-615.7273559570312
8.0,-658.4467163085938
5.0,-115.38094329833984
8.0,-949.2996215820312
8.0,-320.4951477050781
10.0,-221.1954803466797
3.0,-144.8105926513672
9.0,-371.3113098144531
6.0,-169.31289672851562
9.0,-273.13809204101557
3.0,-872.3782958984375
3.0,-20.540245056152344
4.0,-258.32574462890625
10.0,-1220.6180419921875
7.0,-329.98974609375
10.0,-554.249267578125
10.0,-196.07699584960938
9.0,-319.36114501953125
10.0,-343.1428527832031
9.0,-212.0529937744141
4.0,-809.8723754882812
2.0,-266.29562377929693
8.0,-459.8456115722656
10.0,-704.6135864257812
6.0,-420.3917541503906
4.0,-697.2225341796875
8.0,-261.99679565429693
10.0,-571.7224731445312
10.0,-281.36309814453125
3.0,-500.4136352539063
9.0,-236.42413330078125
8.0,-228.86280822753903
10.0,-825.8118286132812
10.0,-167.3619384765625
10.0,-394.90765380859375
10.0,-622.3076171875
6.0,-273.74307250976557
5.0,-85.99686431884766
4.0,-129.05256652832028
7.0,-317.154296875
9.0,-77.74761962890625
10.0,-48.9924430847168
9.0,-100.47405242919922
7.0,-73.91284942626953
10.0,-322.3419189453125
10.0,-80.11317443847656
10.0,-53.788658142089844
10.0,-230.2098388671875
9.0,-147.72349548339844
10.0,-690.9691162109375
8.0,-292.0461120605469
10.0,-450.9458923339844
8.0,-76.29795837402344
10.0,-120.5905532836914
9.0,-621.8945922851562
10.0,-96.52687072753906
9.0,-133.607177734375
10.0,-202.17596435546875
9.0,-856.2756958007812
7.0,-132.66339111328122
10.0,-56.81085205078125
10.0,-81.31409454345703
10.0,-163.30422973632812
9.0,-200.0284423828125
10.0,-240.7939453125
9.0,-76.75045013427734
4.0,-239.37677001953125
10.0,-738.9050903320312
10.0,-30.258413314819336
7.0,-848.0582275390625
9.0,-546.8994750976561
9.0,-877.1202392578125
10.0,-142.0747833251953
8.0,-122.30323791503906
9.0,-409.9621887207031
7.0,-497.0970764160156
9.0,-355.56304931640625
9.0,-1062.292236328125
9.0,-2001.7115478515625
9.0,-321.8399658203125
5.0,-426.0171813964844
7.0,-378.1808471679688
6.0,-296.5869445800781
9.0,-281.290771484375
10.0,-490.6290893554688
5.0,-250.31716918945312
10.0,-82.91151428222656
2.0,-135.15412902832028
1.0,-446.0928955078125
10.0,-423.0884399414063
9.0,-592.0370483398438
7.0,-895.7279663085938
10.0,-365.0528869628906
10.0,-416.2895812988281
5.0,-458.013671875
9.0,-558.0184326171875
7.0,-1100.5740966796877
9.0,-442.0385437011719
10.0,-53.51820373535156
9.0,-295.540283203125
8.0,-1330.302001953125
10.0,-393.3811950683594
10.0,-284.2461853027344
10.0,-167.2508087158203
10.0,-243.82427978515625
10.0,-261.07479858398443
2.0,-1453.0692138671875
10.0,-125.89098358154295
8.0,-244.66128540039062
4.0,-552.4430541992189
10.0,-389.66778564453125
6.0,-283.3451232910156
9.0,-104.09680938720705
8.0,-515.7567749023439
10.0,-310.23236083984375
9.0,-212.45362854003903
7.0,-205.7103576660156
8.0,-164.5338134765625
9.0,-17.31096076965332
10.0,-39.03969955444336
5.0,-20.9908390045166
10.0,-196.0138092041016
10.0,-79.00891876220703
5.0,-141.17652893066406
6.0,-83.69011688232422
10.0,-414.03009033203125
5.0,-462.1154479980469
9.0,-207.2760772705078
10.0,-246.9823760986328
6.0,-306.6672668457031
10.0,-112.6614227294922
8.0,-194.60797119140625
8.0,-869.7970581054688
7.0,-638.6452026367188
10.0,-1823.06103515625
10.0,-176.66358947753906
9.0,-67.39286804199219
10.0,-425.1391906738281
10.0,-336.90057373046875
4.0,-98.40902709960938
10.0,-646.3118286132812
8.0,-64.77752685546875
10.0,-398.5550537109375
8.0,-327.3484802246094
9.0,-189.2110290527344
8.0,-729.734375
9.0,-437.5768432617188
10.0,-91.00740051269531
4.0,-298.5541076660156
10.0,-799.0505981445312
6.0,-201.58001708984372
10.0,-159.9359130859375
9.0,-203.3360595703125
