tonality,vector_means
9.0,-630.1046752929688
6.0,-123.7275161743164
8.0,-285.0107421875
6.0,-1211.31201171875
10.0,-130.76092529296878
9.0,-547.253173828125
8.0,-549.580078125
5.0,-825.6778564453125
8.0,-369.6841430664063
10.0,-1108.9033203125
8.0,-600.6683349609375
8.0,-924.0946655273438
9.0,-434.3584289550781
10.0,-992.243896484375
7.0,-390.6652526855469
1.0,-763.1783447265625
8.0,-1002.1574096679688
10.0,-69.09288024902344
7.0,-1068.744873046875
10.0,-189.26763916015625
9.0,-2476.926025390625
10.0,-206.0455780029297
9.0,-177.7054901123047
10.0,-250.5943145751953
3.0,-269.94491577148443
7.0,-269.31741333007807
9.0,-32.48999786376953
3.0,-245.6114501953125
8.0,-487.69805908203125
5.0,-137.59779357910156
6.0,-46.445213317871094
5.0,-173.9330596923828
9.0,-702.0811767578125
10.0,-5.6357421875
10.0,-306.4705505371094
8.0,-232.422607421875
9.0,-96.81793212890624
3.0,-106.99842834472656
8.0,-956.8285522460938
5.0,-1114.5352783203123
3.0,-264.5372314453125
8.0,-42.74427795410156
9.0,-442.6938781738281
5.0,-415.9893493652344
10.0,-307.6510009765625
9.0,-254.05072021484372
10.0,-2562.342529296875
10.0,-1487.8641357421875
8.0,-311.1567077636719
5.0,-415.108642578125
10.0,-294.0828857421875
10.0,-265.02200317382807
4.0,-127.4871826171875
10.0,-470.1109313964844
3.0,-361.156494140625
9.0,-761.0948486328125
10.0,-724.1892700195312
10.0,-455.6579895019531
10.0,-89.44648742675781
8.0,-1025.633056640625
10.0,-154.54026794433594
9.0,-428.2189025878906
10.0,-104.60374450683594
10.0,-85.61456298828125
10.0,-60.67610549926758
8.0,-744.453125
9.0,-474.4409484863281
10.0,-471.09521484375
10.0,-330.6598815917969
5.0,-248.18426513671875
5.0,-503.70635986328125
8.0,-140.38838195800778
8.0,-365.8795471191406
10.0,-154.1476287841797
10.0,-679.473876953125
7.0,-453.24066162109375
10.0,-468.13580322265625
10.0,-398.8847961425781
9.0,-66.33774566650389
10.0,-265.34591674804693
8.0,-53.26459884643555
3.0,-80.19783020019531
9.0,-232.4360656738281
7.0,-161.48513793945312
9.0,-24.120525360107425
10.0,-30.40872383117676
9.0,-67.14198303222656
10.0,-55.55743789672852
9.0,-1008.9094848632812
4.0,-433.143310546875
4.0,-204.07542419433597
10.0,-190.4210357666016
7.0,-263.34756469726557
6.0,-262.936767578125
3.0,-227.34751892089844
5.0,-365.83001708984375
9.0,-72.6949234008789
9.0,-428.16748046875
9.0,-78.4765625
8.0,-169.95431518554688
8.0,-227.37371826171875
9.0,-439.5543518066406
3.0,-473.5774841308594
2.0,-144.54702758789062
5.0,-455.6410827636719
10.0,-69.42448425292969
10.0,-63.73828125
1.0,-58.06998825073242
10.0,-85.16266632080078
9.0,-240.50457763671875
9.0,-594.0033569335938
7.0,-183.54095458984372
9.0,-580.4903564453125
10.0,-296.4952697753906
7.0,-726.2893676757812
8.0,-572.1954956054688
9.0,-2508.35791015625
7.0,-93.87491607666016
3.0,-255.64434814453125
1.0,-439.2589111328125
9.0,-300.6156005859375
10.0,-1368.5543212890625
9.0,-575.6174926757812
9.0,-346.2940673828125
8.0,-414.2095031738281
7.0,-304.9046630859375
7.0,-501.56048583984375
9.0,-780.4910888671875
5.0,-313.7931213378906
10.0,-595.3401489257812
8.0,-245.7757568359375
9.0,-592.9362182617188
10.0,-52.01592636108398
5.0,-195.4236297607422
3.0,-231.05133056640625
10.0,-185.7060546875
10.0,-291.4507751464844
10.0,-563.8857421875
2.0,-138.45474243164062
5.0,-37.95954895019531
8.0,-216.0941619873047
9.0,-173.99374389648438
5.0,-533.8214721679689
10.0,-587.9747924804688
6.0,-417.8043823242188
10.0,-416.9496154785156
10.0,-216.9439392089844
10.0,-69.91542053222656
9.0,-155.0749969482422
4.0,-2033.38232421875
8.0,-1104.01611328125
8.0,-287.5123291015625
9.0,-27.890100479125977
5.0,-297.6322937011719
8.0,-752.8276977539062
7.0,-760.6654052734375
10.0,-257.972900390625
7.0,-492.760009765625
8.0,-161.3192901611328
9.0,-597.6726684570312
9.0,-461.6111755371094
10.0,-212.4111175537109
5.0,-491.1344909667969
10.0,-1724.5447998046875
8.0,-262.9208374023437
10.0,-239.8009033203125
10.0,-162.0270233154297
10.0,-183.2998962402344
10.0,-1279.967529296875
10.0,-238.7350006103516
10.0,-168.49658203125
8.0,-213.5010223388672
9.0,-807.5498046875
10.0,-236.0488128662109
9.0,-280.37698364257807
9.0,-14.592080116271973
8.0,-335.5256652832031
9.0,-589.6539916992188
10.0,-43.3585205078125
10.0,-112.33684539794922
10.0,-80.72847747802734
10.0,-233.75836181640625
9.0,-78.88932037353516
10.0,-178.54930114746094
10.0,-35.165733337402344
8.0,-50.19756317138672
9.0,-255.09103393554688
9.0,-193.11050415039062
10.0,-27.82158470153809
6.0,-269.34707641601557
6.0,-485.5106506347656
5.0,-471.0330810546875
9.0,-3227.6259765625
8.0,-297.4101867675781
7.0,-705.6249389648438
10.0,-29.666505813598636
9.0,-546.6028442382811
7.0,-54.61151123046875
4.0,-174.3290252685547
6.0,-56.07567596435547
10.0,-1257.0880126953125
10.0,-240.9327545166016
7.0,-492.105224609375
9.0,-385.2513122558594
9.0,-548.4917602539061
9.0,-85.61993408203125
10.0,-648.824951171875
9.0,-339.09246826171875
10.0,-182.7998352050781
10.0,-1686.95751953125
10.0,-590.9288940429688
10.0,-468.9502258300781
4.0,-130.5177001953125
9.0,-132.00074768066406
2.0,-304.3319091796875
3.0,-522.4810791015625
8.0,-149.80567932128906
10.0,-276.0841064453125
9.0,-403.2655334472656
5.0,-274.40621948242193
10.0,-1414.2958984375
7.0,-139.37608337402344
4.0,-409.3000183105469
6.0,-553.2653198242189
8.0,-192.2275238037109
9.0,-73.63615417480469
9.0,-112.87679290771484
7.0,-240.0376434326172
8.0,-39.45491027832031
10.0,-225.1970977783203
9.0,-93.30962371826172
10.0,-29.25455093383789
10.0,-201.0279998779297
10.0,-80.36599731445312
2.0,-232.59320068359372
9.0,-364.5999755859375
6.0,-233.6129913330078
10.0,-440.7003173828125
9.0,-907.6658935546876
8.0,-103.4085693359375
9.0,-22.93051528930664
9.0,-773.6452026367188
8.0,-70.88417053222656
7.0,-346.6224365234375
9.0,-689.6419067382812
7.0,-36.71529006958008
9.0,-49.59558868408203
8.0,-35.6954345703125
5.0,-51.70689392089844
5.0,-58.570762634277344
8.0,-67.78007507324219
6.0,-666.2387084960938
9.0,-1715.40771484375
5.0,-618.9957885742188
9.0,-48.89362335205078
4.0,-242.29188537597656
7.0,-796.7870483398438
9.0,-91.51976013183594
9.0,-13.539400100708008
9.0,-18.592329025268555
9.0,-345.3346862792969
10.0,-323.92816162109375
10.0,-48.34162902832031
10.0,-766.4229736328125
5.0,-1077.065185546875
10.0,-370.1587524414063
10.0,-456.4931640625
10.0,-83.88208770751953
10.0,-407.9747619628906
9.0,-791.9521484375
9.0,-1940.8529052734373
9.0,-1999.088134765625
2.0,-545.5558471679689
8.0,-476.0711364746094
7.0,-248.21263122558597
10.0,-43.18196105957031
9.0,-283.5044250488281
10.0,-454.7715759277344
8.0,-633.7365112304688
8.0,-628.5519409179688
8.0,-178.17469787597656
9.0,-463.2970886230469
9.0,-163.16651916503906
8.0,-79.79285430908203
6.0,-506.9284362792969
3.0,-307.0010986328125
8.0,-119.38702392578124
10.0,-41.458229064941406
9.0,-402.5957946777344
10.0,-633.6599731445312
4.0,-821.3358764648438
9.0,-76.0693130493164
5.0,-189.0712738037109
8.0,-329.6397705078125
7.0,-226.8697967529297
5.0,-600.9300537109375
10.0,-777.6036376953125
3.0,-193.63890075683597
9.0,-475.4834289550781
8.0,-243.2816619873047
8.0,-328.9286193847656
2.0,-114.41536712646484
8.0,-145.58343505859375
10.0,-412.5453186035156
10.0,-167.4989776611328
10.0,-134.92219543457028
9.0,-109.29640197753906
9.0,-442.9601745605469
10.0,-99.08950805664062
9.0,-89.47178649902344
8.0,-602.3241577148438
8.0,-40.62892532348633
6.0,-263.00689697265625
9.0,-1209.8463134765625
10.0,-397.6248474121094
9.0,-405.0721130371094
10.0,-79.49905395507812
10.0,-113.24374389648438
10.0,-43.97691345214844
10.0,-167.92007446289062
5.0,-224.92417907714844
10.0,-84.03736114501953
8.0,-213.99131774902344
9.0,-591.3692626953125
10.0,-26.544965744018555
9.0,-129.46615600585938
10.0,-211.1962432861328
5.0,-373.2833557128906
10.0,-117.46318817138672
10.0,-204.7637939453125
10.0,-231.0743408203125
9.0,-28.73921203613281
10.0,-227.08050537109372
10.0,-1463.330322265625
9.0,-223.4731750488281
7.0,-226.81228637695312
9.0,-279.4556884765625
9.0,-213.8820953369141
9.0,-306.9555358886719
8.0,-249.8889312744141
8.0,-311.45794677734375
8.0,-394.4696960449219
5.0,-104.3556900024414
9.0,-585.8186645507812
9.0,-376.6636352539063
5.0,-283.125244140625
9.0,-346.8065490722656
2.0,-820.0696411132812
10.0,-216.0941925048828
6.0,-147.73899841308594
10.0,-187.95057678222656
9.0,-403.84564208984375
9.0,-364.9426574707031
5.0,-117.45587158203124
9.0,-340.9827575683594
7.0,-150.4010009765625
8.0,-463.9179382324219
5.0,-212.21902465820312
3.0,-205.03628540039062
9.0,-241.89678955078125
8.0,-51.72312927246094
8.0,-172.77845764160156
10.0,-444.9508361816406
9.0,-592.5311889648438
9.0,-521.1940307617189
10.0,-612.728271484375
6.0,-72.06024932861328
9.0,-565.4683837890625
10.0,-697.543212890625
5.0,-597.7788696289062
9.0,-382.802490234375
10.0,-149.3974151611328
6.0,-688.2577514648438
7.0,-29.63810729980469
10.0,-61.620277404785156
9.0,-124.56179809570312
7.0,-399.38037109375
8.0,-328.22589111328125
5.0,-534.57568359375
9.0,-271.65908813476557
6.0,-325.1690368652344
7.0,-132.15031433105472
3.0,-37.52116394042969
8.0,-424.2394409179688
6.0,-430.2961120605469
9.0,-149.77439880371094
9.0,-96.82070922851562
9.0,-1536.5489501953125
9.0,-354.0413818359375
6.0,-168.57887268066406
8.0,-81.6677474975586
10.0,-204.54058837890625
7.0,-134.8162841796875
3.0,-206.1687774658203
10.0,-647.44970703125
10.0,-24.959758758544922
6.0,-877.5162353515625
9.0,-119.10356903076172
9.0,-221.38522338867188
8.0,-133.98660278320312
7.0,-342.2673034667969
9.0,-430.32794189453125
9.0,-179.54043579101562
8.0,-229.36607360839844
10.0,-434.8767395019531
9.0,-567.5164184570312
10.0,-1145.9796142578125
9.0,-41.72031021118164
9.0,-1312.2705078125
9.0,-128.60037231445312
1.0,-83.2101821899414
8.0,-90.2631378173828
10.0,-651.4862060546875
9.0,-437.0868225097656
7.0,-199.65060424804688
8.0,-487.6958618164063
10.0,-242.92759704589844
10.0,-306.43292236328125
8.0,-140.14311218261722
10.0,-847.3609619140625
8.0,-169.9772186279297
10.0,-160.1903533935547
9.0,-427.9496765136719
1.0,-145.4010009765625
1.0,-291.0986633300781
7.0,-139.90748596191406
10.0,-245.72218322753903
7.0,-156.6705322265625
10.0,-739.9111938476562
10.0,-2.5684926509857178
10.0,-302.364501953125
6.0,-869.8115844726562
6.0,-138.1868896484375
10.0,-146.94680786132812
9.0,-278.53424072265625
9.0,-348.05810546875
8.0,-86.08390045166016
9.0,-113.54236602783205
9.0,-1485.5523681640625
8.0,-399.84356689453125
8.0,-147.71971130371094
10.0,-181.9819183349609
6.0,-236.6318359375
7.0,-461.30712890625
9.0,-663.638916015625
10.0,-86.117431640625
10.0,-600.351318359375
7.0,-592.5416259765625
10.0,-176.09817504882812
8.0,-345.2037353515625
7.0,-159.49905395507812
10.0,-588.0862426757812
6.0,-52.55696105957031
9.0,-476.90435791015625
10.0,-100.21395111083984
9.0,-162.0911407470703
10.0,-589.36279296875
9.0,-232.9840240478516
9.0,-301.2864685058594
10.0,-130.86869812011722
6.0,-624.9489135742188
10.0,-1924.3167724609373
4.0,-165.58396911621094
10.0,-807.727294921875
10.0,-88.87871551513672
9.0,-110.92902374267578
9.0,-219.6670227050781
10.0,-1181.6484375
9.0,-345.6047058105469
9.0,-172.13743591308594
9.0,-206.1239471435547
9.0,-359.364013671875
9.0,-218.0448760986328
7.0,-38.87471008300781
10.0,-624.590087890625
10.0,-279.20196533203125
8.0,-623.9577026367188
10.0,-79.88581848144531
10.0,-229.57177734375
10.0,-297.52862548828125
8.0,-121.78842163085938
10.0,-151.9875030517578
9.0,-52.5823860168457
10.0,-151.1170196533203
10.0,-119.90446472167969
9.0,-95.15609741210938
9.0,-358.3560791015625
8.0,-91.04895782470705
6.0,-684.9490966796875
8.0,-287.5148010253906
9.0,-225.7495422363281
10.0,-510.1862487792969
10.0,-151.7881317138672
9.0,-722.144287109375
10.0,-528.06005859375
9.0,-358.149169921875
9.0,-335.0701599121094
4.0,-390.7752380371094
8.0,-565.9121704101562
9.0,-931.0491333007812
7.0,-290.6903991699219
10.0,-63.86186218261719
9.0,-106.32022857666016
10.0,-361.3696899414063
10.0,-74.32086944580078
10.0,-156.96849060058594
9.0,-289.3595275878906
10.0,-328.910400390625
10.0,-75.68831634521484
9.0,-105.57117462158205
10.0,-212.7901306152344
8.0,-4498.65234375
9.0,-670.39599609375
10.0,-350.83074951171875
8.0,-4952.08203125
10.0,-186.84619140625
8.0,-189.7328186035156
9.0,-4246.58544921875
8.0,-657.0612182617188
7.0,-373.54473876953125
10.0,-36.79899978637695
10.0,-448.0409240722656
9.0,-55.23779678344727
8.0,-112.88685607910156
9.0,-34.542076110839844
9.0,-30.816608428955078
9.0,-61.71230697631836
10.0,-420.482177734375
8.0,-85.78215026855469
10.0,-141.6983184814453
10.0,-455.1934509277344
8.0,-338.226318359375
7.0,-163.3692169189453
9.0,-197.49066162109372
9.0,-1637.848876953125
10.0,-3047.7080078125
9.0,-91.0443344116211
8.0,-1172.349609375
7.0,-358.3287658691406
5.0,-346.7701721191406
7.0,-62.88407897949219
10.0,-203.65684509277344
7.0,-437.3804931640625
8.0,-273.5228881835937
5.0,-131.58561706542972
9.0,-92.87013244628906
8.0,-235.6133575439453
10.0,-90.71762084960938
7.0,-25.29368019104004
10.0,-256.721435546875
9.0,-240.15945434570312
7.0,-195.3461456298828
10.0,-153.27239990234375
8.0,-229.5010986328125
8.0,-34.482467651367195
5.0,-126.60166931152344
10.0,-142.36610412597656
7.0,-440.2549743652344
10.0,-206.17059326171875
9.0,-88.33525085449219
9.0,-214.885498046875
10.0,-45.9869270324707
9.0,-401.6471557617188
8.0,-636.3062133789062
10.0,-175.51451110839844
1.0,-298.271240234375
6.0,-208.1735382080078
5.0,-227.44906616210938
9.0,-18.071603775024414
9.0,-98.8860092163086
9.0,-448.8434143066406
9.0,-217.52044677734372
8.0,-222.16070556640625
5.0,-348.7744140625
8.0,-237.84649658203125
5.0,-149.48883056640625
1.0,-78.11629486083984
2.0,-59.700843811035156
1.0,-160.27557373046875
2.0,-218.94949340820312
2.0,-54.22438049316406
2.0,-47.59057998657226
2.0,-55.12516403198242
5.0,-232.6333923339844
9.0,-467.40960693359375
1.0,-73.8073959350586
10.0,-40.00627899169922
9.0,-26.69812202453613
9.0,-35.39912414550781
9.0,-25.978063583374023
10.0,-54.28817367553711
9.0,-36.32929992675781
10.0,-53.726234436035156
9.0,-37.68983840942383
8.0,-55.76198196411133
10.0,-143.6244354248047
7.0,-119.59636688232422
8.0,-45.32389450073242
7.0,-39.244930267333984
9.0,-43.07282638549805
9.0,-27.50626564025879
10.0,-63.91909790039063
10.0,-53.63640213012695
10.0,-47.454139709472656
9.0,-69.88679504394531
9.0,-37.89418411254883
10.0,-84.04991149902344
10.0,-34.68964385986328
10.0,-22.82419204711914
7.0,-245.2600555419922
7.0,-641.1234130859375
9.0,-128.81886291503906
9.0,-336.77679443359375
9.0,-90.53993225097656
9.0,-469.4141845703125
9.0,-331.39996337890625
10.0,-44.00838088989258
8.0,-248.0125274658203
9.0,-28.04350852966309
9.0,-33.75118637084961
9.0,-20.68858528137207
9.0,-33.021114349365234
9.0,-60.01229476928711
9.0,-40.91066360473633
9.0,-36.3597412109375
10.0,-107.3297119140625
9.0,-155.18397521972656
9.0,-27.13060760498047
9.0,-252.54617309570312
8.0,-333.1912841796875
9.0,-65.61085510253906
9.0,-379.9027404785156
10.0,-37.128116607666016
8.0,-96.0771942138672
5.0,-84.7226791381836
9.0,-232.090576171875
1.0,-47.7159309387207
8.0,-58.40089797973633
5.0,-17.422674179077152
9.0,-148.31369018554688
10.0,-78.5430679321289
9.0,-53.76448059082031
9.0,-31.08763694763184
9.0,-18.71668815612793
9.0,-100.92002868652344
9.0,-23.478715896606445
9.0,-373.383056640625
10.0,-172.96763610839844
10.0,-95.81403350830078
4.0,-219.8560943603516
10.0,-1678.41064453125
8.0,-646.6277465820312
9.0,-254.4906463623047
10.0,-251.19049072265625
10.0,-137.53184509277344
10.0,-280.72183227539057
9.0,-704.2363891601562
8.0,-558.8840942382811
9.0,-672.0336303710938
5.0,-223.4265289306641
9.0,-551.4403686523439
9.0,-234.4932556152344
1.0,-408.1679382324219
2.0,-116.55013275146484
8.0,-234.8425750732422
1.0,-155.42913818359375
9.0,-231.53558349609372
1.0,-63.665611267089844
9.0,-539.0656127929689
10.0,-332.7082214355469
8.0,-668.6686401367188
2.0,-529.0589599609375
10.0,-385.64892578125
10.0,-185.43569946289062
9.0,-145.3352508544922
10.0,-314.2744445800781
8.0,-19.73570251464844
6.0,-508.3738098144531
5.0,-456.8062133789063
10.0,-247.00698852539062
10.0,-91.57584381103516
10.0,-221.24008178710938
8.0,-298.8931579589844
10.0,-215.5264587402344
9.0,-12.848492622375488
10.0,-51.49118041992188
7.0,-380.38848876953125
10.0,-151.2179412841797
10.0,-250.76089477539062
4.0,-222.9402313232422
10.0,-153.64292907714844
7.0,-248.1690216064453
6.0,-122.6021499633789
10.0,-201.86602783203125
10.0,-303.7716369628906
10.0,-186.58892822265625
8.0,-76.06775665283203
10.0,-212.05567932128903
8.0,-274.8084716796875
9.0,-273.36465454101557
9.0,-153.88824462890625
8.0,-119.02978515625
10.0,-209.6537933349609
8.0,-220.55059814453125
9.0,-50.44587326049805
8.0,-80.44371032714844
4.0,-111.18973541259766
9.0,-180.71905517578125
7.0,-110.5609893798828
10.0,-652.9993286132812
9.0,-135.56288146972656
1.0,-495.4231872558594
10.0,-29.2901611328125
7.0,-1134.9649658203125
10.0,-236.2960968017578
8.0,-169.0137939453125
9.0,-49.39662551879883
9.0,-263.95587158203125
6.0,-130.54013061523438
10.0,-508.6071166992188
7.0,-124.54044342041016
7.0,-286.2648620605469
9.0,-108.71953582763672
10.0,-184.2545623779297
6.0,-228.2037353515625
9.0,-338.0125732421875
4.0,-300.9781799316406
8.0,-220.50115966796875
6.0,-353.2734069824219
9.0,-610.3123779296875
9.0,-764.2609252929688
9.0,-128.24072265625
10.0,-160.22964477539062
9.0,-834.2136840820312
8.0,-1011.8058471679688
9.0,-345.884033203125
3.0,-163.1214599609375
8.0,-57.74322128295898
9.0,-24.884807586669922
4.0,-176.30625915527344
8.0,-225.65203857421875
5.0,-39.98776626586914
2.0,-246.77484130859372
8.0,-114.12222290039062
2.0,-152.73123168945312
3.0,-195.2460021972656
4.0,-45.86738204956055
9.0,-120.19322204589844
10.0,-118.79476165771484
9.0,-123.07508087158205
10.0,-118.74475860595705
9.0,-62.91915893554688
10.0,-331.8617248535156
9.0,-620.629638671875
10.0,-524.4334106445311
10.0,-436.4168395996094
9.0,-114.92575073242188
10.0,-50.99711227416992
7.0,-82.60189056396484
8.0,-42.83843231201172
7.0,-87.36111450195312
7.0,-320.1965637207031
4.0,-37.652488708496094
10.0,-155.18576049804688
5.0,-215.8009796142578
7.0,-1086.4996337890623
9.0,-31.673377990722656
9.0,-288.8517150878906
8.0,-126.36125183105469
8.0,-183.51768493652344
8.0,-717.2201538085938
9.0,-242.08644104003903
7.0,-132.12088012695312
4.0,-194.67083740234372
8.0,-54.71587371826172
9.0,-1610.7403564453125
10.0,-224.657470703125
3.0,-744.0980224609375
10.0,-129.88973999023438
4.0,-418.89532470703125
10.0,-1510.05517578125
5.0,-588.702392578125
5.0,-222.07850646972656
3.0,-148.41455078125
10.0,-390.38812255859375
10.0,-179.65921020507812
9.0,-147.1742706298828
10.0,-198.51397705078125
10.0,-643.2305297851562
10.0,-424.7388916015625
10.0,-272.67535400390625
10.0,-449.8827819824219
10.0,-603.2125244140625
8.0,-420.2564697265625
9.0,-646.679931640625
9.0,-610.9826049804688
5.0,-310.09271240234375
6.0,-152.86158752441406
8.0,-305.4635009765625
9.0,-278.251220703125
9.0,-308.1644287109375
9.0,-50.6448974609375
10.0,-430.3952331542969
5.0,-230.33139038085938
9.0,-201.80148315429688
8.0,-455.5865173339844
10.0,-186.5313720703125
8.0,-172.86557006835938
8.0,-185.0228576660156
8.0,-327.73486328125
10.0,-206.41331481933597
10.0,-55.13167190551758
9.0,-55.2739372253418
10.0,-1486.6590576171875
10.0,-90.33380889892578
10.0,-177.5833282470703
7.0,-293.5202941894531
9.0,-1102.0634765625
10.0,-182.48257446289062
10.0,-109.58973693847656
8.0,-143.68492126464844
9.0,-610.65087890625
10.0,-323.8554992675781
9.0,-147.8926544189453
8.0,-559.4259643554689
8.0,-170.1625518798828
5.0,-185.2381591796875
9.0,-385.5375671386719
9.0,-183.93658447265625
9.0,-76.23015594482422
7.0,-85.9030532836914
6.0,-50.38212203979492
8.0,-173.13394165039062
8.0,-85.50387573242188
7.0,-125.7529525756836
7.0,-174.30130004882812
8.0,-134.03448486328122
9.0,-145.6798553466797
4.0,-284.82952880859375
9.0,-217.0294189453125
8.0,-139.25732421875
10.0,-283.8885498046875
9.0,-422.3442687988281
8.0,-479.734375
7.0,-269.9837646484375
9.0,-522.653076171875
9.0,-762.6477661132812
7.0,-339.0411376953125
10.0,-582.3740844726562
8.0,-546.7391967773439
6.0,-296.6171569824219
10.0,-343.24786376953125
10.0,-268.68524169921875
6.0,-305.7767028808594
6.0,-294.68145751953125
9.0,-488.7239074707031
7.0,-287.44403076171875
10.0,-308.1318054199219
10.0,-335.16510009765625
10.0,-213.3126220703125
6.0,-132.24461364746094
10.0,-448.1817932128906
8.0,-289.0149230957031
5.0,-260.14102172851557
9.0,-423.4210205078125
8.0,-465.9783630371094
5.0,-389.9984436035156
4.0,-552.2238159179689
7.0,-242.2008209228516
6.0,-290.1026611328125
1.0,-295.26690673828125
8.0,-169.05545043945312
4.0,-255.5446929931641
5.0,-974.3113403320312
10.0,-79.02198791503906
3.0,-361.3777160644531
5.0,-306.501953125
9.0,-192.3525238037109
10.0,-94.07981872558594
8.0,-45.68053436279297
9.0,-141.40036010742188
10.0,-36.49171447753906
10.0,-89.11167907714844
10.0,-76.85281372070312
10.0,-109.6380844116211
6.0,-684.1517333984375
8.0,-254.135986328125
10.0,-473.24298095703125
7.0,-736.8253784179688
10.0,-261.60360717773443
10.0,-156.83103942871094
10.0,-79.08258056640625
8.0,-575.6533813476562
10.0,-457.34942626953125
7.0,-368.9689331054688
3.0,-249.56858825683597
8.0,-345.0397644042969
10.0,-496.6881408691406
10.0,-732.4769287109375
7.0,-396.2448425292969
10.0,-724.896728515625
8.0,-265.14364624023443
7.0,-280.9163818359375
9.0,-149.36561584472656
9.0,-287.12176513671875
8.0,-284.55389404296875
4.0,-185.31072998046875
10.0,-301.239013671875
10.0,-495.4985656738281
7.0,-411.8755493164063
4.0,-126.34152221679688
7.0,-307.9517517089844
5.0,-206.6155242919922
10.0,-202.43284606933597
6.0,-76.83342742919922
8.0,-859.0762329101562
10.0,-55.16807556152344
10.0,-182.29537963867188
10.0,-463.064208984375
3.0,-386.6683349609375
3.0,-119.12921905517578
6.0,-326.2577209472656
5.0,-708.8604125976562
10.0,-345.8387756347656
8.0,-436.4640197753906
9.0,-400.4596252441406
9.0,-299.81280517578125
10.0,-1492.3153076171875
8.0,-362.859130859375
9.0,-127.4036636352539
9.0,-50.39418411254883
5.0,-59.70442581176758
8.0,-2444.210205078125
10.0,-406.0295715332031
10.0,-487.9001770019531
10.0,-830.1395263671875
9.0,-277.21774291992193
10.0,-493.08331298828125
9.0,-57.17139434814453
10.0,-882.4639892578125
10.0,-78.84439849853516
9.0,-237.7022705078125
10.0,-91.1759796142578
4.0,-606.1290283203125
9.0,-312.1881103515625
10.0,-527.4732055664061
10.0,-268.42581176757807
10.0,-86.46641540527344
10.0,-156.8209228515625
10.0,-478.2407531738281
10.0,-134.10667419433594
10.0,-267.20465087890625
10.0,-322.7555236816406
10.0,-232.9213714599609
10.0,-81.80492401123047
10.0,-430.7920837402344
10.0,-289.63714599609375
9.0,-475.747802734375
9.0,-429.3974609375
10.0,-98.34542083740234
10.0,-166.25799560546875
9.0,-249.37892150878903
10.0,-66.01153564453125
8.0,-245.9676055908203
10.0,-212.3997039794922
10.0,-114.8778305053711
10.0,-102.98126983642578
10.0,-67.67949676513672
9.0,-321.86041259765625
5.0,-365.4219970703125
10.0,-115.36299896240234
10.0,-1290.32861328125
10.0,-1155.7742919921875
9.0,-1275.5093994140625
10.0,-260.48983764648443
10.0,-62.92659378051758
10.0,-275.99856567382807
10.0,-373.74322509765625
10.0,-244.5727996826172
10.0,-342.7962646484375
7.0,-289.61639404296875
9.0,-737.9111938476562
10.0,-185.0223693847656
10.0,-794.0616455078125
10.0,-143.63389587402344
9.0,-35.453956604003906
9.0,-90.17729949951172
1.0,-174.95448303222656
9.0,-51.01099395751953
10.0,-62.3537712097168
7.0,-257.57003784179693
10.0,-55.74107360839844
10.0,-108.63206481933594
10.0,-471.8999633789063
10.0,-1063.1016845703123
10.0,-579.12548828125
7.0,-396.73382568359375
10.0,-924.6350708007812
10.0,-144.58834838867188
9.0,-1145.831787109375
7.0,-412.3575744628906
10.0,-570.732177734375
10.0,-170.65919494628906
10.0,-115.18512725830078
10.0,-153.96009826660156
10.0,-161.52781677246094
9.0,-181.0367431640625
8.0,-291.89288330078125
10.0,-68.55559539794922
10.0,-524.5470581054689
10.0,-529.5841674804689
9.0,-511.7916259765625
10.0,-203.63449096679688
8.0,-59.9002799987793
10.0,-278.09048461914057
10.0,-424.2825927734375
10.0,-246.9802398681641
10.0,-637.1358032226562
10.0,-249.5185394287109
10.0,-726.88427734375
9.0,-591.2861328125
10.0,-144.15878295898438
8.0,-257.7734375
9.0,-133.565185546875
10.0,-235.04959106445312
9.0,-310.4660339355469
8.0,-395.8538818359375
5.0,-717.1629028320312
4.0,-112.4623031616211
7.0,-456.0646057128906
10.0,-491.7287902832031
8.0,-197.62158203125
9.0,-444.82647705078125
8.0,-157.42825317382812
8.0,-79.01397705078125
8.0,-77.18544006347656
7.0,-76.46320343017578
8.0,-75.78926849365234
8.0,-72.1728744506836
8.0,-350.163330078125
8.0,-357.3424987792969
8.0,-139.25003051757812
7.0,-192.7686004638672
8.0,-74.30158233642578
8.0,-70.60247802734375
8.0,-705.3831176757812
8.0,-285.939697265625
6.0,-340.3818664550781
9.0,-198.367919921875
4.0,-494.9129943847656
9.0,-192.84852600097656
7.0,-295.32098388671875
9.0,-398.8123474121094
10.0,-190.83981323242188
7.0,-403.8767395019531
10.0,-145.082763671875
6.0,-291.6881408691406
7.0,-580.5281982421875
9.0,-51.83744430541992
8.0,-48.07076644897461
6.0,-96.8205337524414
10.0,-15.772006034851074
8.0,-503.98095703125
10.0,-453.9734191894531
10.0,-384.41339111328125
8.0,-652.528076171875
7.0,-286.6784362792969
4.0,-450.7474060058594
10.0,-759.1834716796875
9.0,-442.6688232421875
10.0,-1073.167236328125
10.0,-738.60205078125
5.0,-27.72772789001465
9.0,-196.0631103515625
5.0,-171.85655212402344
8.0,-313.9517822265625
10.0,-452.9664916992188
7.0,-677.7000122070312
9.0,-288.08062744140625
10.0,-1345.54150390625
9.0,-220.3203430175781
9.0,-835.91357421875
